Serial Number,TIMESTAMP,DriveSerialNumber,Power_Cycle_Count,Unexpected_Power_Loss_Count,Temperature_cur,Temperature_min,Temperature_max,SSD_Life_Left,Lifetime_NAND_Programs_in_GB,Lifetime_Writes_From_The_Host_in_GB,Lifetime_Reads_From_The_Host_in_GB,Power_On_Hours,Retired_Block_Count,Total_Number_of_NAND_Read_Retries,Program_Fail_Count,Erase_Fail_Count,End.to.End_Error_Detection_Count,Reported_Uncorrectable_Errors,Soft_ECC_Correction_Rate,Y
75,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,43296,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
75,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,43296,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
75,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,43296,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
75,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,43296,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
75,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,43296,2558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
79,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,20000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
79,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,20000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
79,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,20000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
79,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,20000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
79,2020-02-09 05:35:12,EI83N072710203NAS,27,22,28,22,34,99,100125,20000,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
